年份,合同名称,主要标的名称,采购人,供应商,所属行业,合同金额num_万元,capacity_label,label_confidence,label_reason
2014,博智楼等7栋楼建筑消防设施维修保养合同,,重庆工商大学,重庆渝鸥消防工程有限公司,普通高等教育,8.48,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆工商大学数据中心硬件采购与集成项目采购合同,,重庆工商大学,湖南长信畅中科技股份有限公司,普通高等教育,146.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆工商大学数字艺术综合实验教学平台软件合同,,重庆工商大学,重庆黑格科技有限公司,普通高等教育,11.36,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,成渝经济区产业发展促进中心数据中心集成项目合同,,重庆工商大学,重庆兆光科技股份有限公司,普通高等教育,99.6,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆工商大学数字艺术综合实验教学平台摄影器材合同,,重庆工商大学,重庆黑格科技有限公司,普通高等教育,32.682,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,重庆工商大学数字艺术综合实验教学平台仪器设备合同,,重庆工商大学,重庆黑格科技有限公司,普通高等教育,106.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆工商大学废油中心仪器设备合同,,重庆工商大学,重庆卓金科技有限公司,普通高等教育,51.5,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学教学PPT翻页器合同,,重庆工商大学,重庆迅邦科技有限公司,普通高等教育,11.88,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学创新型会计人才协同培育实践教育基地教学设备合同,,重庆工商大学,重庆隆光科技有限公司,普通高等教育,25.465,compliance,0.5714285714285714,"关键词匹配(E:1,C:1,P:2)"
2014,重庆工商大学外文纸质图书供应商资格采购合同,,重庆工商大学,中国图书进出口（集团）总公司,普通高等教育,25.2,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学创新型会计人才协同培育实践教育基地软件合同,,重庆工商大学,重庆川广信息技术有限公司,普通高等教育,42.3,compliance,0.6,"关键词匹配(E:1,C:0,P:1)"
2014,重庆工商大学社会学省级重点学科建设项目软件合同,,重庆工商大学,北京商智通信息技术有限公司,普通高等教育,23.8,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学图书馆金盘管理系统升级合同,,重庆工商大学,北京金盘鹏图软件技术有限公司,普通高等教育,6.5,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆工商大学网站群系统建设项目合同,,重庆工商大学,重庆满阳科技有限公司,普通高等教育,18.0,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学图书馆非书资源管理系统合同,,重庆工商大学,广州联图电子科技有限公司,普通高等教育,5.0,compliance,0.5,"关键词匹配(E:1,C:1,P:1)"
2014,重庆工商大学数字艺术综合实验教学平台图形工作站合同,,重庆工商大学,重庆商达电脑科技有限责任公司,普通高等教育,22.223,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,重庆工商大学经管中心教学软件项目（创业模拟实训教学软件）合同,,重庆工商大学,杭州贝腾科技有限公司,普通高等教育,17.55,compliance,0.8333333333333334,"关键词匹配(E:0,C:0,P:3)"
2014,重庆工商大学工商管理学科实验教学软件（包）4合同,,重庆工商大学,重庆智造科技有限公司,普通高等教育,3.5,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆工商大学艺术学院实验教学设备（包）2合同,,重庆工商大学,重庆黑格科技有限公司,普通高等教育,10.14,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆工商大学工商管理学科实验教学软件（包）2合同,,重庆工商大学,重庆金也科技有限公司,普通高等教育,26.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆工商大学工商管理学科实验教学软件（包）1合同,,重庆工商大学,重庆金也科技有限公司,普通高等教育,20.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆工商大学2014年音响系统建设项目（包）2合同,,重庆工商大学,重庆兆立电子有限公司,普通高等教育,24.5,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学学生公寓家具采购合同,,重庆工商大学,重庆民意家具制造有限公司,普通高等教育,192.9755,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学2014年音响系统建设项目（包）1合同,,重庆工商大学,重庆海源弱电系统工程有限公司,普通高等教育,17.5,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学艺术学院摄影器材类设备合同,,重庆工商大学,重庆旭达科技发展有限公司,普通高等教育,21.3,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学化学技术实验教学中心实验室安全设施建设项目合同,,重庆工商大学,重庆沪试实验仪器设备有限公司,普通高等教育,9.5,compliance,0.7142857142857143,"关键词匹配(E:0,C:1,P:3)"
2014,重庆工商大学数字语音实验室项目合同,,重庆工商大学,重庆龙驰科技发展有限公司,普通高等教育,98.07,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,经管中心教学软件项目（国际贸易教学）（包）1、3合同,,重庆工商大学,四川智源翔科技发展有限公司,普通高等教育,7.4,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,重庆工商大学课桌椅及办公家具合同,,重庆工商大学,重庆民意家具制造有限公司,普通高等教育,61.2,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学旅游国际化与智能化创新实践基地建设项目仪器设备（包）2合同,,重庆工商大学,重庆迪灿科技有限公司,普通高等教育,31.8,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学图书馆书架项目合同,,重庆工商大学,宁波邦达实业有限公司,普通高等教育,63.9,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学工商管理学科实验教学软件（包）3,,重庆工商大学,上海踏瑞计算机软件有限公司,普通高等教育,34.89,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆工商大学网络高清传媒实验教学系统项目合同,,重庆工商大学,成都索贝数码科技股份有限公司,普通高等教育,137.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆工商大学旅游国际化与智能化创新实践基地建设项目仪器设备（包）1合同,,重庆工商大学,徐州非凡信息科技有限公司,普通高等教育,12.48,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学弱电及监控系统建设项目合同,,重庆工商大学,重庆市行安电子科技有限公司,普通高等教育,15.8763,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆工商大学艺术学院实验教学设备（包）1合同,,重庆工商大学,重庆俊财机电有限公司,普通高等教育,14.8928,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆工商大学中文纸质图书供应商资格招标（包）1合同,,重庆工商大学,浙江省新华书店集团馆藏图书有限公司,普通高等教育,45.0,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学电子商务及供应链系统实验室服务器及软件采购合同,,重庆工商大学,重庆创世电子有限公司,普通高等教育,46.76,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学中文纸质图书供应商资格招标（包）2合同,,重庆工商大学,北京人天书店有限公司,普通高等教育,30.0,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学经管中心教学软件项目（管理决策模拟教学软件）合同,,重庆工商大学,上海派金信息科技有限公司,普通高等教育,24.5,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆工商大学经管中心教学软件项目（企业竞争模拟教学软件）合同,,重庆工商大学,北京金益博文科技有限公司,普通高等教育,23.95,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,经管中心教学软件项目（国际贸易教学）,,重庆工商大学,上海恒源电子工程有限公司,普通高等教育,5.8,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,重庆工商大学中文纸质图书供应商资格招标（包）1合同,,重庆工商大学,辽宁北方出版物配送有限公司,普通高等教育,45.0,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学电子商务及供应链系统实验室仪器设备采购合同,,重庆工商大学,重庆创世电子有限公司,普通高等教育,20.9,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆工商大学图书馆自建特色数据库（包）1合同,,重庆工商大学,北京国研数通软件技术有限公司,普通高等教育,103.0,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学人力资源管理及大学生就业管理系统项目合同,,重庆工商大学,普联软件股份有限公司,普通高等教育,15.8,coordination,0.3333333333333333,"关键词匹配(E:1,C:2,P:0)"
2014,重庆工商大学社会学省级重点学科建设项目仪器设备及软件（包）2合同,,重庆工商大学,重庆隆光科技有限公司,普通高等教育,29.225,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学社会学省级重点学科建设项目仪器设备及软件（包）1合同,,重庆工商大学,重庆隆光科技有限公司,普通高等教育,8.0,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学HS2维码产业和4维码产业数据采购合同,,重庆工商大学,北京中海通科技有限公司,普通高等教育,20.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆工商大学江北校区网络改造项目合同,,重庆工商大学,重庆矗众信息科技有限公司,普通高等教育,5.7927,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学成渝经济区产业发展促进中心科研平台建设项目仪器设备采购合同,,重庆工商大学,重庆隆光科技有限公司,普通高等教育,12.7,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学社会学省级重点学科建设项目仪器设备及软件（包）3合同,,重庆工商大学,成都鑫睿隆科技有限公司,普通高等教育,13.9,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学教学课桌椅和办公家具（包）2合同,,重庆工商大学,重庆高端办公设备有限公司,普通高等教育,4.185,compliance,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,重庆工商大学存储及DNS等网络设备采购合同,,重庆工商大学,湖南长信畅中科技股份有限公司,普通高等教育,187.368,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学图书馆自建特色数据库（包）2合同,,重庆工商大学,北京世纪超星信息技术发展有限责任公司,普通高等教育,25.0,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学教学课桌椅和办公家具（包）1合同,,重庆工商大学,重庆聚宝教学设备有限公司,普通高等教育,7.668,compliance,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,海甸校区运动场修复工程施工合同,,海口市第二十五小学,海南第四建筑工程有限公司,建筑业,93.246547,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:1)"
2014,矢量信号发生器,,中国科学院国家授时中心,KeysightTechnologiesSin...,自然科学研究和试验发展,78.0,coordination,0.1,默认分类（通用政府采购）
2014,宁波市农业科学研究院原子吸收光谱仪采购项目,,宁波市农业科学研究院,宁波高新区华宏电子有限公司,暂无,44.98,coordination,0.1,默认分类（通用政府采购）
2014,重庆工商大学数字艺术综合实验教学平台计算机询价采购合同,,重庆工商大学,重庆创世电子有限公司,普通高等教育,34.605,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,重庆工商大学校园网络备用交换机和数据交换机合同,,重庆工商大学,重庆易倍科技有限公司,普通高等教育,14.28,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆工商大学游泳池设备合同,,重庆工商大学,重庆腾龙体育设施有限公司,普通高等教育,7.624,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆干部网络学院数字摄影机等设备合同,,重庆工商大学,重庆旭达科技发展有限公司,普通高等教育,16.58,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,重庆工商大学国际商学院计算机采购合同,,重庆工商大学,重庆商进科技有限公司,普通高等教育,24.688,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆工商大学弱电及监控系统建设项目合同,,重庆工商大学,重庆同方教学仪器设备有限公司,普通高等教育,24.5,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆工商大学社会学省级重点学科建设项目计算机、服务器询价采购合同,,重庆工商大学,重庆创世电子有限公司,普通高等教育,23.94,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学数字艺术综合实验教学平台服务器合同,,重庆工商大学,重庆源畅科技有限公司,普通高等教育,6.92,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,重庆工商大学老师支持中心计算机（2次）合同,,重庆工商大学,重庆创世电子有限公司,普通高等教育,5.726,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆工商大学创新型会计人才协同培育实践教育基地计算机、服务器询价采购合同,,重庆工商大学,重庆创世电子有限公司,普通高等教育,63.5,compliance,0.6,"关键词匹配(E:1,C:0,P:1)"
2014,重庆工商大学实验教学计算机询价采购合同,,重庆工商大学,重庆定初科技有限公司,普通高等教育,202.708,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,重庆工商大学特殊博士项目引领下的应用经济学创新工程计算机及笔记本采购合同,,重庆工商大学,重庆定初科技有限公司,普通高等教育,53.295,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,图书馆2012年中地共建授权支付项目（NEC投影机）采购合同,,重庆工商大学,重庆中原天罡电子有限公司,普通高等教育,5.2,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学外语自主学习室计算机询价采购合同,,重庆工商大学,重庆创世电子有限公司,普通高等教育,135.861,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆工商大学实验室服务器采购合同,,重庆工商大学,重庆源畅科技有限公司,普通高等教育,18.46,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学建筑装饰分院计算机询价采购合同,,重庆工商大学,重庆定初科技有限公司,普通高等教育,48.96,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,（图书馆、环生学院、会计学院）惠普/HP台式机采购合同,,重庆工商大学,重庆定初科技有限公司,普通高等教育,5.665,compliance,0.6,"关键词匹配(E:1,C:0,P:1)"
2014,重庆工商大学应用经济学特色优势学科（统计学）计算机采购合同,,重庆工商大学,重庆定初科技有限公司,普通高等教育,12.44,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆工商大学成渝经济区产业发展促进中心科研平台计算机设备采购合同,,重庆工商大学,重庆定初科技有限公司,普通高等教育,64.665,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学创新型会计人才协同培育实践教育基地服务器采购合同,,重庆工商大学,重庆商达电脑科技有限责任公司,普通高等教育,6.7,compliance,0.6,"关键词匹配(E:1,C:0,P:1)"
2014,重庆工商大学多媒体移动教学工作系统采购合同,,重庆工商大学,重庆商达电脑科技有限责任公司,普通高等教育,7.5,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,重庆工商大学图书馆服务器采购合同,,重庆工商大学,重庆源畅科技有限公司,普通高等教育,10.76,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学艺术学院实验室影视设备1（2次）采购合同,,重庆工商大学,重庆旭达科技发展有限公司,普通高等教育,9.495,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,管理学院服务器采购合同,,重庆工商大学,重庆商达电脑科技有限责任公司,普通高等教育,6.7,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学图书馆一体电脑采购合同,,重庆工商大学,重庆定初科技有限公司,普通高等教育,9.76,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆工商大学艺术学院实验室影视设备3（设计艺术分院摄像机）（2次）采购合同,,重庆工商大学,重庆天朝数码科技有限公司,普通高等教育,9.596,compliance,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,重庆工商大学2014年办公计算机采购合同,,重庆工商大学,重庆定初科技有限公司,普通高等教育,22.14,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆工商大学学生公寓交换机升级项目合同,,重庆工商大学,重庆易倍科技有限公司,普通高等教育,914.508,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆工商大学制造装备机构设计与控制实验室计算机采购采购合同,,重庆工商大学,重庆创世电子有限公司,普通高等教育,12.098,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,上海市交通运输行业2014-2016年社会满意度指数测评采购项目服务合同书,,上海市城市交通运输管理处,上海市质协用户评价中心,暂无,747.9,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,安徽大学艺术与传媒学院图书、教学设备采购,,安徽大学艺术与传媒学院,安徽新华传媒股份有限公司,高等教育,45.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,学生公寓及公共建筑空调采购合同,,重庆工商大学,重庆杨歌机电设备安装工程有限公司,文化、体育和娱乐业,1737.7849,coordination,0.1,默认分类（通用政府采购）
2014,重庆工商大学2014年多媒体教室建设项目合同,,重庆工商大学,重庆志向科技有限公司,普通高等教育,61.9,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,中国人口宣传教育中心摄影棚扩建改造项目声学装修工程,,中国人口宣传教育中心,北京广佳建筑装饰股份有限公司,卫生和社会工作,138.5998,coordination,0.42857142857142855,"关键词匹配(E:0,C:3,P:1)"
2014,摄影棚扩建改造项目摄影棚灯光设备层改造政府采购合同,,中国人口宣传教育中心,北京仁歌视听科技有限公司,卫生和社会工作,228.66775,coordination,0.5,"关键词匹配(E:0,C:3,P:0)"
2014,北碚区政府货物采购购销合同,,北碚区疾控中心,成都培安科学仪器有限公司,疾病预防控制中心,32.9,coordination,0.1,默认分类（通用政府采购）
2014,仪器设备购销合同,,北碚区疾控中心,重庆铱标科技有限公司,疾病预防控制中心,9.3,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,有害生物防治服务合同,,北碚区疾控中心,重庆新天地有害生物防治有限公司,疾病预防控制中心,1.8,coordination,0.1,默认分类（通用政府采购）
2014,北碚区政府货物采购购销合同,,北碚区疾控中心,南昌市锦涛医疗设备有限公司,疾病预防控制中心,57.6,coordination,0.1,默认分类（通用政府采购）
2014,北碚区政府货物采购购销合同,,北碚区疾控中心,南昌市新荣医疗器械有限公司,疾病预防控制中心,39.5,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,北碚区疾控中心,重庆江铃汽车销售服务有限公司,疾病预防控制中心,19.8,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,北碚区疾控中心,重庆步浪电脑有限公司,疾病预防控制中心,3.979804,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,北碚区疾控中心,重庆市超之杰商贸有限公司,疾病预防控制中心,1.28775,coordination,0.1,默认分类（通用政府采购）
2014,仪器设备购销合同,,北碚区疾控中心,重庆铱标科技有限公司,疾病预防控制中心,1.6,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆宁康医疗器械有限公司,综合医院,4.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,江苏博创医疗器械有限公司,综合医院,3.74,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆迈博医疗器械有限公司,综合医院,4.98,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆西山科技有限公司,综合医院,2.56,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆福润德医疗器械有限公司,综合医院,3.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆市北碚康德医疗,综合医院,4.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,四川嘉荣医疗器械公司,综合医院,3.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,南通鹏博医疗器械公司,综合医院,1.95,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,广州市忆明科学仪器公司,综合医院,4.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆小马医疗器械有限公司,综合医院,4.68,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆麦邦医疗器械有限公司,综合医院,8.7,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆普乐迪生物有限公司,综合医院,7.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆市北碚区康德医疗器械有限公司,综合医院,1.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆安在时生物技术有限公司,综合医院,3.6,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆西山科技有限公司,综合医院,4.98,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,医疗设备购销合同,,重庆市第九人民医院,重庆皓展医疗器械有限公司,综合医院,5.8,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆市北碚区康德医疗器械有限公司,综合医院,3.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆康华瑞明科技股份有限公司,综合医院,2.2,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆巴方来科技有限公司,综合医院,9.98,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆福润德医疗,综合医院,2.6,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,医疗设备购销合同,,重庆市第九人民医院,重庆医药和平医疗器械有限公司,综合医院,4.2,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆皓展医疗器械有限公司,综合医院,8.7,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,医疗设备购销合同,,重庆市第九人民医院,重庆盛润医疗器械有限公司,综合医院,7.8,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆恒升医疗器械有限公司,综合医院,4.99,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,医疗设备购销合同,,重庆市第九人民医院,重庆欧迈医疗设备有限公司,综合医院,4.92,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,医疗设备购销合同,,重庆市第九人民医院,重庆科邦医疗,综合医院,8.05,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆宁康医疗器械有限公司,综合医院,4.98,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆巴方来科技有限公司,综合医院,9.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆长嘉办公设备有限公司,综合医院,1.68,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,成都老肯科技股份有限公司,综合医院,1.49,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆众康医疗,综合医院,6.21,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆北哲医疗设备有限公司,综合医院,1.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆脉连脉医疗器械公司,综合医院,4.76,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆欧迈医疗设备有限公司,综合医院,4.92,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
