年份,合同名称,主要标的名称,采购人,供应商,所属行业,合同金额num_万元,capacity_label,label_confidence,label_reason
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆辛卯贸易公司,综合医院,9.6,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆福润德医疗,综合医院,2.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆科邦医疗器械公司,综合医院,2.3,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆良韵医疗用品有限公司,综合医院,2.592,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,医疗设备购销合同,,重庆市第九人民医院,重庆普乐迪,综合医院,4.3,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆医药和平医疗器械有限公司,综合医院,4.9224,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,南昌市仙明医疗公司,综合医院,4.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,成都老肯科技公司,综合医院,2.98,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆医药和平医疗器械有限公司,综合医院,2.352,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆福润德医疗,综合医院,1.7,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆青卡科技发展有限公司,综合医院,4.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,重庆市第九人民医院医疗设备购销合同,,重庆市第九人民医院,重庆聚平和医疗,综合医院,8.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆医药安通医药有限公司,综合医院,24.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆中驰医疗器械有限公司,综合医院,9.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆佳品医疗器械有限公司,综合医院,14.5,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆方健医疗器械有限公司,综合医院,65.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆普乐迪生物技术发展有限公司,综合医院,21.78,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆共好医疗器械有限公司,综合医院,8.5,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆众康医疗器械有限公司,综合医院,133.2,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆创生生物科技有限公司,综合医院,40.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆科盛医疗器械有限公司,综合医院,69.6,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆市康天医疗设备有限公司,综合医院,1215.47425,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆良韵医疗用品有限公司,综合医院,12.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆迈博医疗器械有限公司,综合医院,150.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆比力思科技有限公司,综合医院,33.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,南昌洪涌医疗器械有限公司,综合医院,45.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆中驰医疗器械有限公司,综合医院,14.5,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,广州康盛生物科技有限公司,综合医院,17.3,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆市宜轩科技有限公司,综合医院,9.87,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆市康天医疗设备有限公司,综合医院,508.65,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,贵阳宏晔医学影像设备有限责任公司,综合医院,34.68,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,北碚区政府货物采购购销合同,,重庆市第九人民医院,重庆市康天医疗设备有限公司,综合医院,79.5,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市渝中区政府采购合同,,重庆市渝中区绿化维护管理处,绿友机械集团股份有限公司重庆分公司,绿化管理,9.8,coordination,0.1,默认分类（通用政府采购）
2014,北京海关缉私局指挥中心弱电工程合同,,中华人民共和国北京海关,北京华科机房装饰工程有限公司,建筑装饰和其他建筑业,1320.818817,coordination,0.75,"关键词匹配(E:0,C:1,P:0)"
2014,中梁山华龙家园社区绿化调整施工合同,,九龙坡区中梁山街道办事处,重庆西铝建筑装饰工程公司,水利、环境和公共设施管理业,9.96,coordination,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,重庆市政府采购购销合同,,重庆自然博物馆,重庆渝迅电梯有限公司,博物馆,127.0,coordination,0.1,默认分类（通用政府采购）
2014,社会救助在线公示及模拟演示系统合同,,重庆市北碚区民政局,重庆迪航科技有限公司,其他居民服务业,4.3,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,中梁山协兴村社区化粪池改造工程施工合同,,九龙坡区中梁山街道办事处,重庆西站建筑工程有限公司,水利、环境和公共设施管理业,16.722584,coordination,0.6,"关键词匹配(E:0,C:3,P:1)"
2014,社会救助共享审批系统采购合同,,重庆市北碚区民政局,重庆坛锐科技有限公司,其他居民服务业,9.2,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,兰州市科学技术局采购光纤宽带项目,,兰州市科学技术局,中国电信股份有限公司兰州分公司,公共管理、社会保障和社会组织,14.5,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,国家统计局邹平调查队平板电脑和录音笔项目采购项目,,国家统计局邹平调查队,山东商友致远电子科技有限公司,其他国家机构,3.7996,coordination,0.1,默认分类（通用政府采购）
2014,国家统计局邹平调查队摄像机和照相机采购项目,,国家统计局邹平调查队,中视凯利（北京）科技有限责任公司,其他国家机构,5.2774,coordination,0.1,默认分类（通用政府采购）
2014,国家统计局济南调查队采购打印机,,国家统计局济南调查队,北京奔图科技有限公司,其他互联网服务,0.414,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市政府采购购销合同,,重庆铁路中学,重庆骏派商贸有限公司,信息系统集成服务,39.737,coordination,0.1,默认分类（通用政府采购）
2014,铝合金玻璃隔断安装合同,,九龙坡区房屋管理局,重庆市江北区铭鑫玻璃厂,五金零售,3.0,coordination,0.1,默认分类（通用政府采购）
2014,九龙坡区房管局档案室装修,,九龙坡区房屋管理局,重庆唐风装饰工程有限公司,建筑装饰业,3.5652,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,13A1225项目合同,,重庆铁路中学,重庆聚宝教学设备有限公司,教学用模型及教具制造,199.985,coordination,0.1,默认分类（通用政府采购）
2014,14A0447项目合同,,重庆铁路中学,重庆海源弱电系统工程有限公司,信息系统集成服务,127.0,coordination,0.1,默认分类（通用政府采购）
2014,14A1079项目合同,,重庆铁路中学,重庆华林轻工家电有限公司,提供施工设备服务,164.7,coordination,0.1,默认分类（通用政府采购）
2014,九龙坡城市形象宣传海报印刷合同,,九龙坡区房屋管理局,重庆市九龙坡区扬子江印刷厂,装订及印刷相关服务,7.473,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,九龙坡区房管局过道整修装修合同,,九龙坡区房屋管理局,重庆市唐风装饰工程有限公司,建筑装饰业,7.5,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,13A1166项目合同,,重庆铁路中学,重庆骏派商贸有限公司,信息系统集成服务,20.67,coordination,0.1,默认分类（通用政府采购）
2014,九龙坡区房管局应急平台设备采购合同,,九龙坡区房屋管理局,重庆环联科技有限公司,其他未列明信息技术服务业,6.45,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,重庆市政府采购货物购销合同,,九龙坡区档案局,重庆腾丰电器有限公司,日用家电设备零售,17.712,coordination,0.1,默认分类（通用政府采购）
2014,群众路线及政府采购网站合同,,九龙坡区公共资源综合交易中心,江苏国泰新点软件有限公司,软件开发,3.6,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,九龙坡区公共资源综合交易中心,重庆商社信息科技有限公司,计算机、软件及辅助设备零售,0.090944,coordination,0.1,默认分类（通用政府采购）
2014,伙食团装修合同,,九龙坡区房屋管理局,重庆金曦建筑装饰设计工程有限公司,建筑装饰业,12.5149,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市政府采购货物购销合同,,九龙坡区公共资源综合交易中心,重庆腾丰电器有限公司,日用家电设备零售,0.2583,coordination,0.1,默认分类（通用政府采购）
2014,学生公寓空调,,重庆市79中学,重庆同联机电设备安装工程有限公司,日用家电设备零售,1.8,coordination,0.1,默认分类（通用政府采购）
2014,重庆市九龙坡区工程招标文件固化软件开发协议,,九龙坡区公共资源综合交易中心,北京金润方舟科技股份有限公司,软件开发,1.8,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,家俱购买合同,,九龙坡区公共资源综合交易中心,重庆华亚家私有限公司,其他家具制造,0.98,coordination,0.1,默认分类（通用政府采购）
2014,重庆市九龙坡区档案局三楼库房装修项目工程合同,,九龙坡区档案局,重庆世纪标榜建筑装修设计工程有限公司,建筑装饰业,18.197256,coordination,0.75,"关键词匹配(E:0,C:3,P:0)"
2014,民安华福房管中心服务大厅格力空调合同,,九龙坡区房屋管理局,重庆腾丰电器有限公司,日用家电设备零售,15.989,coordination,0.1,默认分类（通用政府采购）
2014,重庆铁路中学舞台灯光设备工程补充协议,,重庆铁路中学,重庆海源弱电系统工程有限公司,信息系统集成服务,8.0,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,重庆市政府采购货物购销合同,,九龙坡区公共资源综合交易中心,重庆腾丰电器有限公司,日用家电设备零售,1.1562,coordination,0.1,默认分类（通用政府采购）
2014,办公电脑,,重庆市79中学,重庆同景办公设备有限公司,计算机、软件及辅助设备零售,0.375,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,住保中心购办公用扫描仪合同,,九龙坡区房屋管理局,重庆同景办公设备有限公司,计算机、软件及辅助设备零售,1.21023,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,九龙坡区民安华福房管中心服务大厅装修工程合同,,九龙坡区房屋管理局,重庆冠群装饰设计工程有限公司,建筑装饰业,44.0,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,采购照相机合同,,九龙坡区房屋管理局,重庆苏宁云商销售有限公司,其他电子产品零售,0.455,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,九龙坡区档案局,重庆同景办公设备有限公司,计算机和辅助设备修理,11.80452,coordination,0.1,默认分类（通用政府采购）
2014,计算机及网络设备服务合同,,九龙坡区公共资源综合交易中心,重庆骏派商贸有限公司,其他电子产品零售,6.0,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,办公室改造工程合同,,九龙坡区公共资源综合交易中心,重庆冠龙装饰工程有限公司,建筑装饰业,10.892,coordination,0.75,"关键词匹配(E:0,C:3,P:0)"
2014,重庆市政府采购货物购销合同,,九龙坡区档案局,重庆佰中科技有限公司,其他未列明信息技术服务业,1.05,coordination,0.1,默认分类（通用政府采购）
2014,互联网接入业务协议,,九龙坡区公共资源综合交易中心,中国电信股份有限公司重庆九龙坡分公司,其他电信服务,12.0,coordination,0.1,默认分类（通用政府采购）
2014,九龙坡区档案局监控系统安装合同,,九龙坡区档案局,重庆友道科技有限公司,其他未列明建筑业,2.5079,coordination,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,14A0435项目合同,,重庆铁路中学,重庆聚艺影视舞台设备有限公司,其他娱乐业,305.653,coordination,0.1,默认分类（通用政府采购）
2014,华龙家园小区一、二期消防栓系统改造工程施工合同,,九龙坡区房屋管理局,重庆力杰消防工程有限公司,其他建筑安装业,30.7,coordination,0.6,"关键词匹配(E:0,C:3,P:1)"
2014,民安华福房管中心办公室采购一批空调合同,,九龙坡区房屋管理局,重庆腾丰电器有限公司,日用家电设备零售,2.6978,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,货物购销合同,,石桥铺街道社区卫生服务中心,重庆崇度商贸有限公司,卫生和社会工作,0.42,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,华福家园小区内增设停车位改造工程,,九龙坡区房屋管理局,重庆步道叁号园林工程有限公司,其他建筑安装业,19.39236,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,住保中心购办公用台式电脑合同,,九龙坡区房屋管理局,重庆八达电子工程有限公司,计算机、软件及辅助设备零售,0.863,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,实验货运电梯采购合同,,重庆铁路中学,重庆恒达电梯有限公司,其他建筑安装业,19.6,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,民安华福公租房增设LED屏合同,,九龙坡区房屋管理局,重庆渝视科技发展有限公司,其他电子产品零售,17.5373,coordination,0.1,默认分类（通用政府采购）
2014,音乐教室用空调,,重庆市79中学,重庆同联机电设备安装工程有限公司,日用家电设备零售,0.56,coordination,0.1,默认分类（通用政府采购）
2014,住保中心办公室室内修缮工程合同,,九龙坡区房屋管理局,重庆润驰装饰工程设计有限公司,建筑装饰业,0.76,coordination,0.75,"关键词匹配(E:0,C:3,P:0)"
2014,运动场维修合同,,重庆铁路中学,重庆恒创体育设施有限公司,其他体育用品制造,21.8,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,华福家园高层下水道维修工程合同,,九龙坡区房屋管理局,重庆竺天机电设备有限公司,其他建筑安装业,18.95,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,华福家园小区消防报警系统整改工程合同,,九龙坡区房屋管理局,重庆渝人园林工程有限公司,其他未列明建筑业,19.902183,coordination,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,学生公寓维修,,重庆市79中学,重庆红旗建筑工程有限公司,建筑装饰业,11.5,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,收缩看台采购合同,,重庆铁路中学,江苏金陵体育器材股份有限公司,社会公共安全设备及器材制造,44.506,coordination,0.1,默认分类（通用政府采购）
2014,廉租房小区改造工程,,九龙坡区房屋管理局,重庆市渝人园林工程有限公司,其他建筑安装业,19.870353,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,区房屋征收中心电子档案上传服务,,九龙坡区房屋管理局,重庆曼非科技发展有限公司,信息技术咨询服务,4.0,extractive,0.3333333333333333,"关键词匹配(E:1,C:1,P:0)"
2014,14A1414项目合同,,重庆铁路中学,重庆普惠教学设备有限公司,其他文教办公用品制造,35.6497,coordination,0.1,默认分类（通用政府采购）
2014,征收中心购办公桌椅一批合同,,九龙坡区房屋管理局,巴南区海洋办公家具经营部,家具零售,1.315,extractive,0.3333333333333333,"关键词匹配(E:1,C:1,P:0)"
2014,学生公寓铁床,,重庆市79中学,重庆市澜林教学设备有限公司,办公服务,17.7,coordination,0.1,默认分类（通用政府采购）
2014,铝城小学台式机采购,,九龙坡区铝城小学,重庆骏派商贸有限公司,计算机、软件及辅助设备零售,27.4,coordination,0.1,默认分类（通用政府采购）
2014,铝城小学空调购买,,九龙坡区铝城小学,重庆同联机电设备安装工程有限公司,日用家电设备零售,0.24,coordination,0.1,默认分类（通用政府采购）
2014,铝城小学打印机购买,,九龙坡区铝城小学,重庆商社信息科技有限公司,计算机、软件及辅助设备零售,0.188,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,男生寝室家具,,九龙坡区职业教育中心(中梁山矿务学校),重庆市澜林教学设备有限公司,中等职业学校教育,42.604,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,教学楼卫生间改造,,重庆市79中学,重庆南湖建设有限公司,建筑装饰业,10.16,compliance,0.5,"关键词匹配(E:0,C:1,P:2)"
2014,铝城小学显示器购买,,九龙坡区铝城小学,重庆八达电子工程有限公司,计算机、软件及辅助设备零售,1.98,coordination,0.1,默认分类（通用政府采购）
2014,铝城小学学生课桌椅采购,,九龙坡区铝城小学,重庆聚宝教学设备有限公司,家具零售,23.65,coordination,0.1,默认分类（通用政府采购）
2014,铝城小学空调购买,,九龙坡区铝城小学,重庆同联机电设备安装工程有限公司,日用家电设备零售,0.55,coordination,0.1,默认分类（通用政府采购）
2014,铝城小学监控系统安装,,九龙坡区铝城小学,重庆韵浩科技有限公司,其他电子产品零售,10.375,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,计算机设备,,九龙坡区职业教育中心(中梁山矿务学校),重庆骏派商贸有限公司,中等职业学校教育,48.9,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,景格汽车教学资源平台软件,,九龙坡区职业教育中心(中梁山矿务学校),上海景格科技股份有限公司,中等职业学校教育,14.55,compliance,0.6,"关键词匹配(E:1,C:0,P:1)"
2014,数控技术应用专业教学数字化精品课程,,九龙坡区职业教育中心(中梁山矿务学校),厦门凤凰创壹软件有限公司,中等职业学校教育,16.95,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,心理咨询室设备,,九龙坡区职业教育中心(中梁山矿务学校),重庆惠普教学设备有限公司,中等职业学校教育,11.932,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,安宁中学笔记本电脑询价采购项目,,安宁中学,云南金港科技有限公司,计算机、软件及辅助设备批发,48.825,coordination,0.1,默认分类（通用政府采购）
2014,楼宇安防布线实训系统,,九龙坡区职业教育中心(中梁山矿务学校),浙江天煌科技实业有限公司,中等职业学校教育,49.41,compliance,0.8,"关键词匹配(E:0,C:0,P:2)"
2014,计算机应用专业实训软件,,九龙坡区职业教育中心(中梁山矿务学校),广州市福思特科技有限公司,中等职业学校教育,11.76,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,电子与信息技术专业教学数字化精品课程资源,,九龙坡区职业教育中心(中梁山矿务学校),厦门凤凰创壹软件有限公司,中等职业学校教育,16.95,compliance,0.5714285714285714,"关键词匹配(E:1,C:1,P:2)"
2014,数控设备,,九龙坡区职业教育中心(中梁山矿务学校),厦门凤凰创壹软件有限公司,中等职业学校教育,16.95,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,监控设备,,九龙坡区职业教育中心(中梁山矿务学校),重庆宇渡科技发展有限公司,中等职业学校教育,3.8,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,五号学生宿舍二期热水系统设备,,九龙坡区职业教育中心(中梁山矿务学校),重庆众晶科技有限公司,中等职业学校教育,18.9,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,会议室桌椅,,九龙坡区职业教育中心(中梁山矿务学校),重庆得意现代家具有限公司,中等职业学校教育,19.495,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,监控设备,,九龙坡区职业教育中心(中梁山矿务学校),重庆宇渡科技发展有限公司,中等职业学校教育,8.996,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,汽车空调实训设备,,九龙坡区职业教育中心(中梁山矿务学校),重庆韬益商贸有限责任公司,中等职业学校教育,64.7998,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,新能源汽车实训设备,,九龙坡区职业教育中心(中梁山矿务学校),深圳市风向标科技有限公司,中等职业学校教育,65.2,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,口琴,,九龙坡区职业教育中心(中梁山矿务学校),重庆市领派科技有限公司,中等职业学校教育,9.19305,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,安宁市公安局视频侦查分析检索系统采购竞争性谈判项目,,安宁市公安局,浙江捷尚视觉科技股份有限公司,安全系统监控服务,76.0,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,安宁市公安局保安服务招标（二次招标）,,安宁市公安局,云南飞虎保安服务有限公司、云南卫通保安服务有限公司,安全保护服务,1622.136,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,安宁市公安局连然派出所新办公楼增购家具询价采购项目,,安宁市公安局,昆明银泰家具制造有限公司,家具制造业,11.686,coordination,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,安宁市公安局防护装备询价采购项目,,安宁市公安局,云南卫通保安服务有限公司,运动防护用具制造,35.06,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,安宁市公安局生物物证发现仪询价采购项目,,安宁市公安局,昆明觅踪科技有限公司,专用仪器仪表制造,22.0,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,安宁市安全生产监督管理服务平台建设软、硬件采购项目,,安宁市安全生产监督管理局,南京安元科技有限公司,软件开发,236.5658,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,安宁市公安局涉案视频管理系统询价采购项目,,安宁市公安局,浙江捷尚视觉科技股份有限公司,公共安全管理机构,22.0,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,安宁市食品药品监督管理局执法人员制式服装询价采购项目,,安宁市食品药品监督管理局,湖南湘绅服饰有限公司,纺织服装、服饰业,23.4496,compliance,0.5,"关键词匹配(E:0,C:1,P:2)"
2014,安宁市公安局办公用品采购竞争性谈判项目,,安宁市公安局,安宁腾翔科技有限公司,文具用品批发,94.162,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,安宁市土地增值税清算鉴证服务机构入围招标,,安宁市财政局,云南安信税务师事务所有限责任公司,会计、审计及税务服务,0.0,extractive,0.75,"关键词匹配(E:1,C:0,P:0)"
2014,安宁中学校园广播系统设备询价采购项目,,安宁中学,昆明松影数码科技有限公司,广播,23.97,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,安宁市公安局2014年电动自行车询价采购项目,,安宁市公安局,安宁永发燃气灶具经营部,摩托车及零配件批发,46.0,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,安宁市城市管理综合行政执法大队执法人员制式服装询价采购项目,,安宁市城市管理综合行政执法大队,湖南湘绅服饰有限公司,纺织服装、服饰业,35.656,coordination,0.4,"关键词匹配(E:0,C:2,P:2)"
2014,办公桌椅文件柜,,九龙坡区职业教育中心(中梁山矿务学校),重庆兰瑞家具有限责任公司,中等职业学校教育,7.55,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市购销合同,,九龙坡区石板镇小学,重庆洋洋仪器设备有限公司,其他文化用品批发,1.9183,coordination,0.1,默认分类（通用政府采购）
2014,线切割,,九龙坡区职业教育中心(中梁山矿务学校),重庆英卡机电设备有限公司,中等职业学校教育,6.0,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,数控车床维修平台补充,,九龙坡区职业教育中心(中梁山矿务学校),浙江天煌科技实业有限公司,中等职业学校教育,7.83,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,多媒体设备,,九龙坡区职业教育中心(中梁山矿务学校),重庆商达电脑科技有限责任公司,中等职业学校教育,88.818,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,重庆市政府采购货物购销合同,,九龙坡区石板镇小学,重庆八达电子工程有限公司,计算机、软件及辅助设备批发,3.5,coordination,0.1,默认分类（通用政府采购）
2014,男生寝室家具,,九龙坡区职业教育中心(中梁山矿务学校),重庆市澜林教学设备有限公司,中等职业学校教育,42.604,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市111中学校弱电及监控系统设备合同,,重庆市一一一中学校,重庆迅耀科技有限公司,教育,67.3063,compliance,0.6666666666666666,"关键词匹配(E:0,C:1,P:2)"
2014,九龙坡区实验幼儿园采购玩具合同,,九龙坡区实验幼儿园,重庆新浩兴教育咨询有限公司,玩具制造,8.19,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
