年份,合同名称,主要标的名称,采购人,供应商,所属行业,合同金额num_万元,capacity_label,label_confidence,label_reason
2014,合同,,九龙坡区共和小学,重庆渝中区伟仁电子产品经营部,其他机械设备及电子产品批发,0.82,coordination,0.1,默认分类（通用政府采购）
2014,安宁市实验学校和平校区音体美器材用品采购项目,,安宁市实验学校,安宁博大文体办公用品经营部,文化、体育用品及器材批发,22.9676,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:2)"
2014,安宁市实验学校和平校区高中通用技术仪器采购项目,,安宁市实验学校,云南义强教学仪器有限公司,教学专用仪器制造,47.9643,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:2)"
2014,重庆市政府采购货物购销合同,,区驿都实验学校(区白市驿镇一小),重庆骏派商贸有限公司,计算机整机制造,3.87,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,重庆瀚然文化传播有限公司,教育,2.718,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,合同,,九龙坡区共和小学,重庆金田厨具工程有限公司,住宿和餐饮业,0.324,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,重庆松龙装饰工程有限公司,建筑业,0.9,coordination,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,合同,,九龙坡区共和小学,重庆瀚然文化传播有限公司,图书、报刊零售,0.797,coordination,0.1,默认分类（通用政府采购）
2014,安宁市农产品质量安全监督管理站办公用品电子产品采购项目,,安宁市农产品质量安全监督管理站,昆明金碧办公设备有限公司,文教办公用品制造,15.758,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,合同,,九龙坡区共和小学,九龙坡区中梁山高林经营部,制造业,1.98,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,重庆松龙装饰工程有限公司,建筑装饰业,7.5,coordination,0.1,默认分类（通用政府采购）
2014,采购相机,,重庆解放碑中央商务区管理委员会,重庆旭达科技发展有限公司,照相机及器材制造,1.245,coordination,0.1,默认分类（通用政府采购）
2014,高台县人民法院办公用品购置,,高台县人民法院,高台县佰艺文体批发部,人民法院,0.24,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,重庆市九龙坡区渝西中学校多功能室及室外背景音乐音响设备及安装项目合同,,重庆市渝西中学,重庆百倍电子技术有限公司,音响设备制造,,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,技术服务合同,,国家外汇管理局,太极计算机股份有限公司,信息传输、软件和信息技术服务业,117.0,coordination,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,设备采购,,重庆市巴南区图书馆,重庆彩恒科技有限公司,图书馆,7.526,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,设备采购,,重庆市巴南区图书馆,重庆彩恒科技有限公司,图书馆,3.39,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,购销合同,,鱼洞南区学校,重庆聚艺影视舞台设备有限公司,普通初中教育,9.2,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市政府采购货物购销合同,,鱼洞南区学校,重庆彩恒科技有限公司,普通初中教育,9.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,办公家具采购合同,,鱼洞南区学校,巴南区中润良品家具经营部,普通初中教育,9.2,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,科技功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,2.1099,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,美术功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,1.100295,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,音乐功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,0.8206,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,教学仪器设备项目,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,1.6135,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,卫生功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,0.7964,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,体育功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,5.0253,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,劳技功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,3.145454,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,管乐团乐器采购,,九龙坡区天宝实验学校,重庆市天子之歌钢琴（集团）有限公司,普通初中教育,8.52,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,管乐团乐器采购,,九龙坡区天宝实验学校,重庆市天子之歌钢琴（集团）有限公司,普通初中教育,8.817,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,管乐团乐器采购,,九龙坡区天宝实验学校,重庆市天子之歌钢琴（集团）有限公司,普通初中教育,8.528,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市政府采购货物购销合同,,鱼洞街道,重庆酷瑞科技有限公司,综合事务管理机构,1.72,coordination,0.1,默认分类（通用政府采购）
2014,巴南区双河口镇中心小学校厕所维修工程合同,,双河中心小学,重庆巴城建筑工程有限公司,普通小学教育,9.1,compliance,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,重庆市巴南区双河口镇中心小学校校门工程施工合同,,双河中心小学,重庆凯旭建设工程有限公司,普通小学教育,7.86,compliance,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,重庆市政府采购购销合同,,重庆市巴南区界石镇人民政府,重庆瑞原汽车销售有限公司,汽车零售,9.19,coordination,0.1,默认分类（通用政府采购）
2014,投影仪,,惠民中心小学,重庆志向科技有限公司(盖章),普通小学教育,0.45,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市政府采购货物购销合同,,重庆市巴南区界石镇人民政府,重庆迅歌科技有限公司,计算机、软件及辅助设备零售,1.6,coordination,0.1,默认分类（通用政府采购）
2014,采购激光打印机,,惠民东永小学,重庆彩恒科技有限公司,计算机、软件及辅助设备零售,0.345,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,李家沱片区D线-龙洲湾片区雨污分流工程泵站项目合同,,城市管理局,重庆博高科技有限公司,污水处理及其再生利用,50.4512,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市政府采购货物销售合同,,城市管理局,重庆市正欧科技有限公司,计算机、软件及辅助设备零售,0.55,coordination,0.1,默认分类（通用政府采购）
2014,李家沱小学佳能数码相机采购,,李家沱小学,重庆彩恒科技有限公司,普通小学教育,0.604,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,购销合同,,鱼洞街道,重庆腾龙体育设施有限公司,综合事务管理机构,1.476,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,巴南区固体废弃物运输有限公司,重庆耐德新明和工业有限公司,汽车整车制造,261.5,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,2.143,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,1.26,coordination,0.1,默认分类（通用政府采购）
2014,教学辅导资料采购协议,,教委,重庆新华传媒有限公司巴南新华书店,教育,95.0,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,施工合同书,,一品初中,重庆元泰建筑安装工程有限公司,普通初中教育,4.5,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,3.856,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,1.174,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,1.68,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,0.45,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,0.46,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆世纪行环境工程有限公司,制冷、空调设备制造,1.5264,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,3.12,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,0.125,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆市巴南区自行车贸易公司,制冷、空调设备制造,1.92,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆市巴南区自行车贸易公司,制冷、空调设备制造,1.0,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,0.228,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆市巴南区自行车贸易公司,制冷、空调设备制造,0.25,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,2.49,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆市巴南区自行车贸易公司,制冷、空调设备制造,0.735,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆市巴南区自行车贸易公司,制冷、空调设备制造,1.4,coordination,0.1,默认分类（通用政府采购）
2014,重庆市巴南职业教育中心学生床上用品,,重庆市巴南职业教育中心,沙坪坝区琳宇床上用品制造厂,教育,7.21,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆市巴南职业教育中心空调1台,,重庆市巴南职业教育中心,重庆世纪行环境工程有限公司,教育,0.451,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,巴南职业教育中心电视机,,重庆市巴南职业教育中心,重庆滢轩科技发展有限公司,教育,28.912,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆市巴南职业教育中心电脑60台,,重庆市巴南职业教育中心,重庆尚方科技发展有限公司,教育,20.76,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆市巴南职业教育中心格力空调11台,,重庆市巴南职业教育中心,重庆世纪行环境工程有限公司,教育,2.86,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,丰盛小学空调采购合同,,丰盛中心小学,重庆健福环境设备有限公司,普通小学教育,3.63,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市政府采购货物购销合同（协议号：F64E2B3C03）,,区文物管理所,重庆彩恒科技有限公司,计算机、软件及辅助设备零售,3.215,coordination,0.1,默认分类（通用政府采购）
2014,塑草产品购销合同,,重庆市巴南区东温泉镇中心学校,重庆中飞商贸有限公司,普通小学教育,6.152,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,全自动呼吸机,,重庆市巴南区南泉街道社区卫生服务中心,重庆鑫聪医疗器械有限公司,卫生和社会工作,21.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,肺功能仪,,重庆市巴南区中医院,重庆奥赛卡医疗设备有限公司,医疗诊断、监护及治疗设备制造,13.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,购销合同,,重庆市巴南区麻柳嘴镇卫生院,重庆合晟医疗设备有限公司,乡镇卫生院,1.68,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,销售合同,,重庆市巴南区麻柳嘴镇卫生院,重庆合晟医疗设备有限公司,乡镇卫生院,0.98,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,采购打印机和台式电脑、笔记本电脑,,国资办,重庆市聆听电脑经营部,计算机、软件及辅助设备零售,4.5049,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,采购台式电脑和打印机,,国资办,重庆市正欧科技有限公司,计算机、软件及辅助设备零售,0.386,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,采购台式电脑,,国资办,重庆市聆听电脑经营部,计算机、软件及辅助设备零售,1.5,coordination,0.1,默认分类（通用政府采购）
2014,采购路由器,,国资办,重庆优速科技有限公司,计算机、软件及辅助设备零售,0.69,coordination,0.1,默认分类（通用政府采购）
2014,采购打印机壹台和台式机电脑两套,,国资办,重庆市聆听电脑经营部,计算机、软件及辅助设备零售,1.0849,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,采购打印机和台式电脑,,国资办,重庆尚方科技发展有限公司,计算机、软件及辅助设备零售,0.61,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,采购笔记本电脑壹台,,国资办,重庆新世纪办公设备有限公司,计算机、软件及辅助设备零售,0.448,coordination,0.1,默认分类（通用政府采购）
2014,采购台式电脑,,国资办,重庆市正欧科技有限公司,计算机、软件及辅助设备零售,0.368,coordination,0.1,默认分类（通用政府采购）
2014,采购服务器,,国资办,重庆尚方科技发展有限公司,计算机、软件及辅助设备零售,4.1,coordination,0.1,默认分类（通用政府采购）
2014,中共山丹县委山丹县人民政府信访局印刷合同,,中共山丹县委山丹县人民政府信访局,山丹县天伦印务店,装订及印刷相关服务,0.43548,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,胰岛素输注泵,,重庆市巴南区中医院,重庆万联医疗设备有限公司,医疗诊断、监护及治疗设备制造,3.7,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,3M快速生物阅读仪,,重庆市巴南区中医院,重庆泰舒贸易有限公司,其他医疗设备及器械制造,4.85,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,二氧化碳细胞培养箱,,重庆市巴南区中医院,重庆双泰科技有限公司,其他医疗设备及器械制造,3.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,CJ-I亚低温治疗仪（电子冰帽）,,重庆市巴南区中医院,重庆弘轩医疗器械有限公司,医疗诊断、监护及治疗设备制造,1.68,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆市政府采购货物购销合同,,重庆市巴南区跳石镇卫生院,南昌市华荣医疗设备有限公司,医疗实验室及医用消毒设备和器具制造,14.89,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,德国WOLF输尿管肾镜,,重庆市巴南区中医院,重庆迈博医疗器械有限公司,医疗诊断、监护及治疗设备制造,6.8,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,振动排痰机,,重庆市巴南区中医院,重庆谱钛科技有限公司,医疗诊断、监护及治疗设备制造,1.97,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,CT保养维修协议,,重庆市巴南区中医院,重庆深工科技发展有限公司,其他专用设备制造,5.5,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,十二导联心电分析系统（CV200）,,重庆市巴南区中医院,重庆康吉医疗器械有限公司,医疗诊断、监护及治疗设备制造,2.3,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市政府采购货物合同,,园林所,重庆安进科技有限公司,绿化管理,0.485,coordination,0.1,默认分类（通用政府采购）
2014,民航天津空管分局程控交换机采购与安装项目合同书,,中国民用航空华北地区空中交通管理局天津分局,北京广易通计算机网络通讯系统有限责任公司,信息传输、软件和信息技术服务业,89.496162,coordination,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,中国民用航空华北地区空中交通管理局天津分局--华北空管局批复“新航管楼、塔台会议室设备”项目合同,,中国民用航空华北地区空中交通管理局天津分局,天津市科达隆科技发展有限公司,科学研究和技术服务业,148.325,coordination,0.8,"关键词匹配(E:0,C:4,P:0)"
2014,2016-03-00164,,青海省妇幼保健院,信息产业电子第十一设计研究院科技工程股份有限公司,妇幼保健院（所、站）,0.0005,coordination,0.1,默认分类（通用政府采购）
2014,2016-03-00162,,青海省妇幼保健院,青海九零六工程勘察设计院,妇幼保健院（所、站）,0.00037,coordination,0.1,默认分类（通用政府采购）
2014,2016-03-00160,,青海省妇幼保健院,信息产业第十一设计研究院工程股份有限公司青海分公司,妇幼保健院（所、站）,0.0015,coordination,0.1,默认分类（通用政府采购）
2014,2016-03-00161,,青海省妇幼保健院,西宁市环境科学研究所,妇幼保健院（所、站）,0.00085,coordination,0.1,默认分类（通用政府采购）
2014,国家地下水监测工程（水利部分）岩石监测井物探勘察合同书,,水利部水利信息中心,陕西省水工程勘察规划研究院,水利、环境和公共设施管理业,1226.4481,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,广州海事局综合监管系统工程项目技术开发合同,,中华人民共和国广州海事局,杭州奥海科技有限公司,国家行政机构,266.78,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,河北海事局唐山船舶溢油应急设备库工程快布放围油栏采购合同,,中华人民共和国河北海事局,青岛欧森海事技术服务有限公司,交通运输、仓储和邮政业,128.866,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:1)"
2014,潜没式大型卸载泵采购合同,,中华人民共和国,青岛欧森海事技术服务有限公司,交通运输、仓储和邮政业,270.1,coordination,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,河北海事局唐山船舶溢油应急设备库工程设备采购——起重机买卖合同,,中华人民共和国河北海事局,科尼起重机设备（上海）有限公司,交通运输、仓储和邮政业,36.98,coordination,0.7142857142857143,"关键词匹配(E:0,C:3,P:1)"
2014,河北海事局唐山船舶溢油应急设备库工程大型收油机采购合同,,中华人民共和国河北海事局,代斯米泵业技术(苏州)有限公司,交通运输、仓储和邮政业,190.7968,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:1)"
2014,河北海事局唐山船舶溢油应急设备库工程设备采购合同,,中华人民共和国河北海事局,中联重科股份有限公司,交通运输、仓储和邮政业,165.0,coordination,0.7142857142857143,"关键词匹配(E:0,C:3,P:1)"
2014,河北海事局唐山船舶溢油应急设备库工程设备采购合同——应急运输车,,中华人民共和国河北海事局,秦皇岛市鑫阳汽车销售有限公司,交通运输、仓储和邮政业,75.8,coordination,0.6666666666666666,"关键词匹配(E:0,C:4,P:2)"
2014,河北海事局唐山船舶溢油应急设备库工程--中型收油机,,中华人民共和国河北海事局,加拿大水神溢油应急公司,交通运输、仓储和邮政业,166.1796,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:1)"
2014,唐山船舶溢油应急设备库工程设备采购合同,,中华人民共和国河北海事局,青岛华海环保工业有限公司,交通运输、仓储和邮政业,211.0,coordination,0.7142857142857143,"关键词匹配(E:0,C:3,P:1)"
2014,河北海事局唐山船舶溢油应急设备库工程设备采购合同——拖头车、拖车板,,中华人民共和国河北海事局,天津惠驰汽车销售服务有限公司,交通运输、仓储和邮政业,66.5,coordination,0.7142857142857143,"关键词匹配(E:0,C:3,P:1)"
2014,建设工程设计合同,,天津海事测绘中心,中交第一航务工程勘察设计院有限公司,交通运输、仓储和邮政业,35.0,coordination,0.8333333333333334,"关键词匹配(E:0,C:3,P:0)"
2014,青岛航标处台式机批量采购,,青岛航标处,同方股份有限公司,交通运输、仓储和邮政业,3.195,coordination,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,中央单位批量集中采购简易合同,,青岛航标处,同方股份有限公司,交通运输、仓储和邮政业,10.2,coordination,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,交通运输部北海航海保障中心天津海事测绘中心北方海区重点港口水文信息服务系统（一期工程)更正公告,,天津海事测绘中心,中交第一航务工程勘察设计院有限公司,交通运输、仓储和邮政业,392.5124,coordination,0.7142857142857143,"关键词匹配(E:1,C:3,P:0)"
2014,国家地下水监测工程（水利部分）初步设计合同书,,水利部水利信息中心,河南黄河水文勘测设计院,其他专业技术服务业,2243.724,coordination,0.75,"关键词匹配(E:0,C:3,P:0)"
2014,采购空调,,永川区三官殿小学,重庆市广度商贸有限公司,计算机、通信和其他电子设备制造业,2.03,coordination,0.1,默认分类（通用政府采购）
2014,莱州航标保养基地改造及装饰工程,,交通运输部北海航海保障中心烟台航标处,莱州鲁兴建设有限公司,交通运输、仓储和邮政业,224.816653,coordination,0.8333333333333334,"关键词匹配(E:0,C:3,P:0)"
2014,民航华北空管生产运行中心工程工艺设备施工监理合同,,中国民用航空华北地区空中交通管理局,北京博誉达工程监理有限咨询公司,航空运输业,161.55,coordination,0.8,"关键词匹配(E:0,C:4,P:0)"
2014,国家能源局东北监管局房屋租赁合同,,国家能源局东北监管局,沈阳合兴丰润投资有限公司,电力、热力、燃气及水生产和供应业,370.0,coordination,0.1,默认分类（通用政府采购）
2014,《北碚区城市绿地系统规划》修编,,重庆市北碚区住房和城乡建设委员会,重庆市风景园林规划研究院,居民服务、修理和其他服务业,100.0,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市北碚区云政务系统功能测评服务项目,,重庆市北碚区信息中心,工业和信息化部电子第五研究所,居民服务、修理和其他服务业,27.4,coordination,0.1,默认分类（通用政府采购）
2014,电脑设备采购,,重庆市九龙坡区卫生健康综合行政执法支队,重庆卓勤科技有限公司,制造业,0.9471,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,多功能胃肠治疗仪,,重庆市九龙坡区人民医院,重庆腾跃医疗器械有限公司,制造业,3.8,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,黄桷坪街道滩子口社区办公用房装修,,九龙坡区黄桷坪街道办事处,重庆淞渝建筑维修服务有限公司,建筑业,40.0,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:1)"
2014,公共场所创卫物资采购,,重庆市九龙坡区卫生健康综合行政执法支队,重庆祥福广告有限责任公司,居民服务、修理和其他服务业,13.445,coordination,0.1,默认分类（通用政府采购）
2014,办公设备,,九龙坡区医学会(区卫生培训中心),重庆佰中科技有限公司,制造业,0.68,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,教学用电脑,,重庆市工艺美术学校,重庆骏派商贸有限公司,制造业,51.33,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,教室防眩作业灯,,重庆市九龙坡区田坝小学校,宁波富鸿照明科技有限公司,制造业,4.32,coordination,0.1,默认分类（通用政府采购）
2014,计算机及网络设备维护服务,,区公共资源综合交易管理办公室,重庆骏派商贸有限公司,居民服务、修理和其他服务业,6.0,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,管弦乐器材,,重庆市人和中学,重庆市天子之歌钢琴（集团）有限公司,制造业,8.817,coordination,0.1,默认分类（通用政府采购）
2014,电梯四台和二次供水泵两台采购合同,按合同,石柱县建设委员会机关,重庆渝城电梯有限公司,,120.0,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,照相机采购合同,佳能,涪陵区荔枝办事处,重庆市涪陵时代电脑有限公司,,0.85,coordination,0.1,默认分类（通用政府采购）
2014,大渡口区社会安全事件应急联动指挥系统建设项目采购合同,无,重庆市公安局大渡口区分局,重庆林鸥监理咨询有限公司,,6.62059,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,电信运营商传输线路租用服务采购合同,无,重庆市公安局大渡口区分局,中国电信股份有限公司重庆分公司,,228.744,coordination,0.1,默认分类（通用政府采购）
2014,国土事务中心采购合同,无,重庆市巴南区国土资源管理分局,重庆三大律师事务所,,5.0,extractive,0.5,"关键词匹配(E:1,C:0,P:0)"
2014,产床采购合同,维怡,双桥经开区人民医院,湖北迈欣生物科技有限公司,,4.8,coordination,0.1,默认分类（通用政府采购）
2014,空调采购合同,格力,重庆市大足区信访办公室,重庆市大足区金峰电子电器有限公司,,4.627232,coordination,0.1,默认分类（通用政府采购）
2014,农业服务中心装修购物一批采购合同,无,重庆市大足区铁山镇人民政府,重庆晴点广告装饰有限公司,,10.8,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,2014年昆区黄河社区黄河小区三、四区综合治理改造工程,1046000,包头市昆都仑区住房和城乡建设局,内蒙古多运建设工程有限责任公司,,104.6,coordination,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,2014年昆区黄河社区黄河小区一、二区综合治理改造工程,1050000,包头市昆都仑区住房和城乡建设局,内蒙古多运建设工程有限责任公司,,105.0,coordination,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,2014年钢铁大街以南老旧小区综合治理改造工程监理,309900,包头市昆都仑区住房和城乡建设局,内蒙古星元建设监理有限公司,,30.99,coordination,0.75,"关键词匹配(E:0,C:3,P:0)"
2014,汕头市潮阳第四中学修缮工程定点议价采购合同,其他建筑物、构筑物修缮,汕头市潮阳第四中学,广东聚丰美建设有限公司,,19.088173,coordination,0.75,"关键词匹配(E:0,C:3,P:0)"
2014,马鞍山市生活垃圾焚烧发电BOT特许经营项目,马鞍山市生活垃圾焚烧发电BOT特许经营项目,马鞍山市环境卫生管理处,光大江东环保能源（马鞍山）有限公司,,,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:2)"
